timestamp,group_seed,username,hash_mode,rate_limiting,lockout,captcha,totp,result,latency_ms
"2026-01-05 19:25:59,056",526338897,alex,,True,False,False,False,ok,0.031800009310245514
"2026-01-05 19:25:59,056",526338897,sam,,True,False,False,False,bad_password,0.012100208550691605
"2026-01-05 19:25:59,056",526338897,charlie,,True,False,False,False,bad_password,0.007200054824352264
"2026-01-05 19:25:59,056",526338897,jordan,,True,False,False,False,bad_password,0.007200054824352264
"2026-01-05 19:25:59,057",526338897,taylor,,True,False,False,False,bad_password,0.011600088328123093
"2026-01-05 19:25:59,057",526338897,morgan,,True,False,False,False,bad_password,0.005600042641162872
"2026-01-05 19:25:59,057",526338897,chris,,True,False,False,False,bad_password,0.009400071576237679
"2026-01-05 19:25:59,057",526338897,jamie,,True,False,False,False,bad_password,0.012999866157770157
"2026-01-05 19:25:59,057",526338897,pat,,True,False,False,False,bad_password,0.004300149157643318
"2026-01-05 19:25:59,057",526338897,robin,,True,False,False,False,bad_password,0.006600050255656242
"2026-01-05 19:25:59,057",526338897,casey,,True,False,False,False,bad_password,0.004600035026669502
"2026-01-05 19:25:59,058",526338897,jules,,True,False,False,False,bad_password,0.007899943739175797
"2026-01-05 19:25:59,058",526338897,max,,True,False,False,False,bad_password,0.003800028935074806
"2026-01-05 19:25:59,058",526338897,ava,,True,False,False,False,bad_password,0.003500143066048622
"2026-01-05 19:25:59,058",526338897,lily,,True,False,False,False,bad_password,0.006100162863731384
"2026-01-05 19:25:59,058",526338897,leo,,True,False,False,False,bad_password,0.003200024366378784
"2026-01-05 19:25:59,058",526338897,sophie,,True,False,False,False,bad_password,0.00700005330145359
"2026-01-05 19:25:59,058",526338897,mia,,True,False,False,False,bad_password,0.004300149157643318
"2026-01-05 19:25:59,058",526338897,ethan,,True,False,False,False,bad_password,0.00490015372633934
"2026-01-05 19:25:59,058",526338897,oliver,,True,False,False,False,bad_password,0.010399846360087395
"2026-01-05 19:25:59,059",526338897,nina,,True,False,False,False,bad_password,0.004800036549568176
"2026-01-05 19:25:59,059",526338897,daniel,,True,False,False,False,bad_password,0.005400041118264198
"2026-01-05 19:25:59,059",526338897,user123,,True,False,False,False,bad_password,0.003600027412176132
"2026-01-05 19:25:59,059",526338897,sunnyday,,True,False,False,False,bad_password,0.00400003045797348
"2026-01-05 19:25:59,059",526338897,gamer01,,True,False,False,False,bad_password,0.0036999117583036423
"2026-01-05 19:25:59,059",526338897,starrynight,,True,False,False,False,bad_password,0.004800036549568176
"2026-01-05 19:25:59,059",526338897,midnightwolf,,True,False,False,False,bad_password,0.004200031980872154
"2026-01-05 19:25:59,059",526338897,coffee_addict,,True,False,False,False,bad_password,0.003200024366378784
"2026-01-05 19:25:59,060",526338897,bluebird,,True,False,False,False,bad_password,0.0030999071896076202
"2026-01-05 19:25:59,060",526338897,explorer,,True,False,False,False,bad_password,0.0100000761449337
"2026-01-05 19:25:59,060",526338897,sam,,True,False,False,False,bad_password,0.010200077667832375
"2026-01-05 19:25:59,060",526338897,charlie,,True,False,False,False,bad_password,0.009999843314290047
"2026-01-05 19:25:59,060",526338897,jordan,,True,False,False,False,bad_password,0.005399808287620544
"2026-01-05 19:25:59,060",526338897,taylor,,True,False,False,False,bad_password,0.009299954399466515
"2026-01-05 19:25:59,061",526338897,morgan,,True,False,False,False,ok,0.010399846360087395
"2026-01-05 19:25:59,061",526338897,chris,,True,False,False,False,bad_password,0.006499933078885078
"2026-01-05 19:25:59,061",526338897,jamie,,True,False,False,False,bad_password,0.0068999361246824265
"2026-01-05 19:25:59,061",526338897,pat,,True,False,False,False,bad_password,0.011599855497479439
"2026-01-05 19:25:59,061",526338897,robin,,True,False,False,False,bad_password,0.009899958968162537
"2026-01-05 19:25:59,062",526338897,casey,,True,False,False,False,bad_password,0.011800089851021767
"2026-01-05 19:25:59,062",526338897,jules,,True,False,False,False,bad_password,0.008899951353669167
"2026-01-05 19:25:59,062",526338897,max,,True,False,False,False,bad_password,0.012200092896819115
"2026-01-05 19:25:59,062",526338897,ava,,True,False,False,False,bad_password,0.009700190275907516
"2026-01-05 19:25:59,063",526338897,lily,,True,False,False,False,bad_password,0.0100000761449337
"2026-01-05 19:25:59,063",526338897,leo,,True,False,False,False,bad_password,0.008800067007541656
"2026-01-05 19:25:59,063",526338897,sophie,,True,False,False,False,bad_password,0.01009996049106121
"2026-01-05 19:25:59,063",526338897,mia,,True,False,False,False,bad_password,0.0068999361246824265
"2026-01-05 19:25:59,063",526338897,ethan,,True,False,False,False,bad_password,0.005600042641162872
"2026-01-05 19:25:59,063",526338897,oliver,,True,False,False,False,bad_password,0.005899928510189056
"2026-01-05 19:25:59,064",526338897,nina,,True,False,False,False,bad_password,0.007300172001123428
"2026-01-05 19:25:59,064",526338897,daniel,,True,False,False,False,bad_password,0.004899920895695686
"2026-01-05 19:25:59,064",526338897,user123,,True,False,False,False,bad_password,0.009800074622035027
"2026-01-05 19:25:59,064",526338897,sunnyday,,True,False,False,False,bad_password,0.005899928510189056
"2026-01-05 19:25:59,064",526338897,gamer01,,True,False,False,False,bad_password,0.008700182661414146
"2026-01-05 19:25:59,064",526338897,starrynight,,True,False,False,False,bad_password,0.006800051778554916
"2026-01-05 19:25:59,064",526338897,midnightwolf,,True,False,False,False,bad_password,0.005699926987290382
"2026-01-05 19:25:59,065",526338897,coffee_addict,,True,False,False,False,bad_password,0.009800074622035027
"2026-01-05 19:25:59,065",526338897,bluebird,,True,False,False,False,bad_password,0.005299923941493034
"2026-01-05 19:25:59,065",526338897,explorer,,True,False,False,False,bad_password,0.004800036549568176
"2026-01-05 19:25:59,065",526338897,sam,,True,False,False,False,bad_password,0.00409991480410099
"2026-01-05 19:25:59,065",526338897,charlie,,True,False,False,False,bad_password,0.003100140020251274
"2026-01-05 19:25:59,065",526338897,jordan,,True,False,False,False,bad_password,0.004200031980872154
"2026-01-05 19:25:59,065",526338897,taylor,,True,False,False,False,bad_password,0.0068999361246824265
"2026-01-05 19:25:59,065",526338897,chris,,True,False,False,False,bad_password,0.004600035026669502
"2026-01-05 19:25:59,066",526338897,jamie,,True,False,False,False,ok,0.010500196367502213
"2026-01-05 19:25:59,066",526338897,pat,,True,False,False,False,bad_password,0.00900006853044033
"2026-01-05 19:25:59,066",526338897,robin,,True,False,False,False,bad_password,0.007200054824352264
"2026-01-05 19:25:59,066",526338897,casey,,True,False,False,False,bad_password,0.005699926987290382
"2026-01-05 19:25:59,066",526338897,jules,,True,False,False,False,bad_password,0.003800028935074806
"2026-01-05 19:25:59,066",526338897,max,,True,False,False,False,bad_password,0.009699957445263863
"2026-01-05 19:25:59,067",526338897,ava,,True,False,False,False,bad_password,0.011200085282325745
"2026-01-05 19:25:59,067",526338897,lily,,True,False,False,False,bad_password,0.010200077667832375
"2026-01-05 19:25:59,067",526338897,leo,,True,False,False,False,bad_password,0.008899951353669167
"2026-01-05 19:25:59,067",526338897,sophie,,True,False,False,False,bad_password,0.009800074622035027
"2026-01-05 19:25:59,067",526338897,mia,,True,False,False,False,bad_password,0.008899951353669167
"2026-01-05 19:25:59,067",526338897,ethan,,True,False,False,False,bad_password,0.0074999406933784485
"2026-01-05 19:25:59,068",526338897,oliver,,True,False,False,False,bad_password,0.005699926987290382
"2026-01-05 19:25:59,068",526338897,nina,,True,False,False,False,bad_password,0.00400003045797348
"2026-01-05 19:25:59,068",526338897,daniel,,True,False,False,False,bad_password,0.004699919372797012
"2026-01-05 19:25:59,068",526338897,user123,,True,False,False,False,bad_password,0.00300002284348011
"2026-01-05 19:25:59,068",526338897,sunnyday,,True,False,False,False,bad_password,0.006400048732757568
"2026-01-05 19:25:59,068",526338897,gamer01,,True,False,False,False,bad_password,0.006499933078885078
"2026-01-05 19:25:59,068",526338897,starrynight,,True,False,False,False,bad_password,0.003400025889277458
"2026-01-05 19:25:59,068",526338897,midnightwolf,,True,False,False,False,bad_password,0.00509992241859436
"2026-01-05 19:25:59,068",526338897,coffee_addict,,True,False,False,False,bad_password,0.00409991480410099
"2026-01-05 19:25:59,069",526338897,bluebird,,True,False,False,False,bad_password,0.012200092896819115
"2026-01-05 19:25:59,069",526338897,explorer,,True,False,False,False,bad_password,0.009699957445263863
"2026-01-05 19:25:59,069",526338897,sam,,True,False,False,False,bad_password,0.010899966582655907
"2026-01-05 19:25:59,070",526338897,charlie,,True,False,False,False,bad_password,0.0072999391704797745
"2026-01-05 19:25:59,070",526338897,jordan,,True,False,False,False,bad_password,0.0100000761449337
"2026-01-05 19:25:59,070",526338897,taylor,,True,False,False,False,ok,0.011699972674250603
"2026-01-05 19:25:59,070",526338897,chris,,True,False,False,False,bad_password,0.006800051778554916
"2026-01-05 19:25:59,070",526338897,pat,,True,False,False,False,bad_password,0.0061998143792152405
"2026-01-05 19:25:59,070",526338897,robin,,True,False,False,False,bad_password,0.0078000593930482864
"2026-01-05 19:25:59,071",526338897,casey,,True,False,False,False,bad_password,0.01009996049106121
"2026-01-05 19:25:59,071",526338897,jules,,True,False,False,False,bad_password,0.0078000593930482864
"2026-01-05 19:25:59,071",526338897,max,,True,False,False,False,bad_password,0.011800089851021767
"2026-01-05 19:25:59,071",526338897,ava,,True,False,False,False,bad_password,0.009800074622035027
"2026-01-05 19:25:59,071",526338897,lily,,True,False,False,False,bad_password,0.01200009137392044
"2026-01-05 19:25:59,072",526338897,leo,,True,False,False,False,bad_password,0.005499925464391708
"2026-01-05 19:25:59,072",526338897,sophie,,True,False,False,False,bad_password,0.009200070053339005
"2026-01-05 19:25:59,072",526338897,mia,,True,False,False,False,bad_password,0.003100140020251274
"2026-01-05 19:25:59,072",526338897,ethan,,True,False,False,False,bad_password,0.006100162863731384
"2026-01-05 19:25:59,072",526338897,oliver,,True,False,False,False,bad_password,0.008999835699796677
"2026-01-05 19:25:59,072",526338897,nina,,True,False,False,False,bad_password,0.004499917849898338
"2026-01-05 19:25:59,072",526338897,daniel,,True,False,False,False,bad_password,0.005200039595365524
"2026-01-05 19:25:59,073",526338897,user123,,True,False,False,False,bad_password,0.005600042641162872
"2026-01-05 19:25:59,073",526338897,sunnyday,,True,False,False,False,bad_password,0.006300164386630058
"2026-01-05 19:25:59,073",526338897,gamer01,,True,False,False,False,bad_password,0.009899958968162537
"2026-01-05 19:25:59,073",526338897,starrynight,,True,False,False,False,bad_password,0.00900006853044033
"2026-01-05 19:25:59,073",526338897,midnightwolf,,True,False,False,False,bad_password,0.00500003807246685
"2026-01-05 19:25:59,073",526338897,coffee_addict,,True,False,False,False,bad_password,0.009600073099136353
"2026-01-05 19:25:59,074",526338897,bluebird,,True,False,False,False,bad_password,0.008699949830770493
"2026-01-05 19:25:59,074",526338897,explorer,,True,False,False,False,bad_password,0.004400033503770828
"2026-01-05 19:25:59,074",526338897,sam,,True,False,False,False,ok,0.00690016895532608
"2026-01-05 19:25:59,074",526338897,charlie,,True,False,False,False,bad_password,0.009200070053339005
"2026-01-05 19:25:59,074",526338897,jordan,,True,False,False,False,bad_password,0.004699919372797012
"2026-01-05 19:25:59,074",526338897,chris,,True,False,False,False,bad_password,0.002600019797682762
"2026-01-05 19:25:59,074",526338897,pat,,True,False,False,False,bad_password,0.0067998189479112625
"2026-01-05 19:25:59,074",526338897,robin,,True,False,False,False,bad_password,0.00390014611184597
