timestamp,group_seed,username,hash_mode,pepper,rate_limiting,lockout,captcha,totp,result,latency_ms
"2026-01-05 20:06:24,099",526338897,alex,argon2,True,False,False,False,False,ok,29.685999732464552
"2026-01-05 20:06:24,129",526338897,sam,argon2,True,False,False,False,False,bad_password,30.16010019928217
"2026-01-05 20:06:24,160",526338897,charlie,argon2,True,False,False,False,False,bad_password,30.282500199973583
"2026-01-05 20:06:24,192",526338897,jordan,argon2,True,False,False,False,False,bad_password,31.151299830526114
"2026-01-05 20:06:24,221",526338897,taylor,argon2,True,False,False,False,False,bad_password,29.2064999230206
"2026-01-05 20:06:24,251",526338897,morgan,argon2,True,False,False,False,False,bad_password,30.065900180488825
"2026-01-05 20:06:24,281",526338897,chris,argon2,True,False,False,False,False,bad_password,29.204399790614843
"2026-01-05 20:06:24,310",526338897,jamie,argon2,True,False,False,False,False,bad_password,29.0286997333169
"2026-01-05 20:06:24,341",526338897,pat,argon2,True,False,False,False,False,bad_password,29.423499945551157
"2026-01-05 20:06:24,370",526338897,robin,argon2,True,False,False,False,False,bad_password,29.263299889862537
"2026-01-05 20:06:24,399",526338897,casey,argon2,True,False,False,False,False,bad_password,29.039599932730198
"2026-01-05 20:06:24,430",526338897,jules,argon2,True,False,False,False,False,bad_password,29.6811000443995
"2026-01-05 20:06:24,459",526338897,max,argon2,True,False,False,False,False,bad_password,30.015500262379646
"2026-01-05 20:06:24,490",526338897,ava,argon2,True,False,False,False,False,bad_password,30.10249976068735
"2026-01-05 20:06:24,520",526338897,lily,argon2,True,False,False,False,False,bad_password,29.49969982728362
"2026-01-05 20:06:24,550",526338897,leo,argon2,True,False,False,False,False,bad_password,29.163400176912546
"2026-01-05 20:06:24,580",526338897,sophie,argon2,True,False,False,False,False,bad_password,29.451599810272455
"2026-01-05 20:06:24,609",526338897,mia,argon2,True,False,False,False,False,bad_password,29.26940005272627
"2026-01-05 20:06:24,640",526338897,ethan,argon2,True,False,False,False,False,bad_password,29.825699981302023
"2026-01-05 20:06:24,669",526338897,oliver,argon2,True,False,False,False,False,bad_password,29.249200131744146
"2026-01-05 20:06:24,699",526338897,nina,argon2,True,False,False,False,False,bad_password,29.225199948996305
"2026-01-05 20:06:24,729",526338897,daniel,argon2,True,False,False,False,False,bad_password,30.07319988682866
"2026-01-05 20:06:24,760",526338897,user123,argon2,True,False,False,False,False,bad_password,30.219600070267916
"2026-01-05 20:06:24,790",526338897,sunnyday,argon2,True,False,False,False,False,bad_password,29.743900056928396
"2026-01-05 20:06:24,821",526338897,gamer01,argon2,True,False,False,False,False,bad_password,30.56640038266778
"2026-01-05 20:06:24,851",526338897,starrynight,argon2,True,False,False,False,False,bad_password,29.721500352025032
"2026-01-05 20:06:24,880",526338897,midnightwolf,argon2,True,False,False,False,False,bad_password,29.258199967443943
"2026-01-05 20:06:24,910",526338897,coffee_addict,argon2,True,False,False,False,False,bad_password,29.391299933195114
"2026-01-05 20:06:24,940",526338897,bluebird,argon2,True,False,False,False,False,bad_password,29.228500090539455
"2026-01-05 20:06:24,970",526338897,explorer,argon2,True,False,False,False,False,bad_password,29.427200090140104
"2026-01-05 20:06:24,999",526338897,sam,argon2,True,False,False,False,False,bad_password,29.30910000577569
"2026-01-05 20:06:25,029",526338897,charlie,argon2,True,False,False,False,False,bad_password,29.534200206398964
"2026-01-05 20:06:25,086",526338897,jordan,argon2,True,False,False,False,False,bad_password,56.68120039626956
"2026-01-05 20:06:25,119",526338897,taylor,argon2,True,False,False,False,False,bad_password,31.530700158327818
"2026-01-05 20:06:25,151",526338897,morgan,argon2,True,False,False,False,False,ok,32.64930006116629
"2026-01-05 20:06:25,182",526338897,chris,argon2,True,False,False,False,False,bad_password,29.67080008238554
"2026-01-05 20:06:25,211",526338897,jamie,argon2,True,False,False,False,False,bad_password,29.26900004968047
"2026-01-05 20:06:25,241",526338897,pat,argon2,True,False,False,False,False,bad_password,28.91660016030073
"2026-01-05 20:06:25,270",526338897,robin,argon2,True,False,False,False,False,bad_password,29.32610036805272
"2026-01-05 20:06:25,299",526338897,casey,argon2,True,False,False,False,False,bad_password,29.13859998807311
"2026-01-05 20:06:25,329",526338897,jules,argon2,True,False,False,False,False,bad_password,29.389499686658382
"2026-01-05 20:06:25,357",526338897,max,argon2,True,False,False,False,False,bad_password,28.925400227308273
"2026-01-05 20:06:25,388",526338897,ava,argon2,True,False,False,False,False,bad_password,29.123099986463785
"2026-01-05 20:06:25,418",526338897,lily,argon2,True,False,False,False,False,bad_password,29.450099915266037
"2026-01-05 20:06:25,447",526338897,leo,argon2,True,False,False,False,False,bad_password,29.93580000475049
"2026-01-05 20:06:25,477",526338897,sophie,argon2,True,False,False,False,False,bad_password,29.27000029012561
"2026-01-05 20:06:25,507",526338897,mia,argon2,True,False,False,False,False,bad_password,29.093800112605095
"2026-01-05 20:06:25,536",526338897,ethan,argon2,True,False,False,False,False,bad_password,29.116400051862
"2026-01-05 20:06:25,565",526338897,oliver,argon2,True,False,False,False,False,bad_password,29.31670006364584
"2026-01-05 20:06:25,596",526338897,nina,argon2,True,False,False,False,False,bad_password,29.143699910491705
"2026-01-05 20:06:25,625",526338897,daniel,argon2,True,False,False,False,False,bad_password,28.84789975360036
"2026-01-05 20:06:25,655",526338897,user123,argon2,True,False,False,False,False,bad_password,29.23729969188571
"2026-01-05 20:06:25,684",526338897,sunnyday,argon2,True,False,False,False,False,bad_password,29.570099897682667
