timestamp,group_seed,username,hash_mode,rate_limiting,lockout,captcha,totp,result,latency_ms
"2026-01-05 19:23:40,069",526338897,alex,,False,False,False,False,ok,0.04169996827840805
"2026-01-05 19:23:40,070",526338897,sam,,False,False,False,False,bad_password,0.010600080713629723
"2026-01-05 19:23:40,070",526338897,charlie,,False,False,False,False,bad_password,0.01200009137392044
"2026-01-05 19:23:40,070",526338897,jordan,,False,False,False,False,bad_password,0.0074999406933784485
"2026-01-05 19:23:40,070",526338897,taylor,,False,False,False,False,bad_password,0.008399831131100655
"2026-01-05 19:23:40,071",526338897,morgan,,False,False,False,False,bad_password,0.009899958968162537
"2026-01-05 19:23:40,071",526338897,chris,,False,False,False,False,bad_password,0.010699965059757233
"2026-01-05 19:23:40,071",526338897,jamie,,False,False,False,False,bad_password,0.0171000137925148
"2026-01-05 19:23:40,072",526338897,pat,,False,False,False,False,bad_password,0.010299962013959885
"2026-01-05 19:23:40,072",526338897,robin,,False,False,False,False,bad_password,0.008600065484642982
"2026-01-05 19:23:40,072",526338897,casey,,False,False,False,False,bad_password,0.008600065484642982
"2026-01-05 19:23:40,072",526338897,jules,,False,False,False,False,bad_password,0.004899920895695686
"2026-01-05 19:23:40,072",526338897,max,,False,False,False,False,bad_password,0.008599832653999329
"2026-01-05 19:23:40,073",526338897,ava,,False,False,False,False,bad_password,0.00900006853044033
"2026-01-05 19:23:40,073",526338897,lily,,False,False,False,False,bad_password,0.004299916326999664
"2026-01-05 19:23:40,073",526338897,leo,,False,False,False,False,bad_password,0.003400025889277458
"2026-01-05 19:23:40,073",526338897,sophie,,False,False,False,False,bad_password,0.002800021320581436
"2026-01-05 19:23:40,073",526338897,mia,,False,False,False,False,bad_password,0.005600042641162872
"2026-01-05 19:23:40,073",526338897,ethan,,False,False,False,False,bad_password,0.0055998098105192184
"2026-01-05 19:23:40,073",526338897,oliver,,False,False,False,False,bad_password,0.004600035026669502
"2026-01-05 19:23:40,074",526338897,nina,,False,False,False,False,bad_password,0.0029997900128364563
"2026-01-05 19:23:40,074",526338897,daniel,,False,False,False,False,bad_password,0.00409991480410099
"2026-01-05 19:23:40,074",526338897,user123,,False,False,False,False,bad_password,0.004300149157643318
"2026-01-05 19:23:40,074",526338897,sunnyday,,False,False,False,False,bad_password,0.0055998098105192184
"2026-01-05 19:23:40,074",526338897,gamer01,,False,False,False,False,bad_password,0.00400003045797348
"2026-01-05 19:23:40,074",526338897,starrynight,,False,False,False,False,bad_password,0.005100155249238014
"2026-01-05 19:23:40,074",526338897,midnightwolf,,False,False,False,False,bad_password,0.002800021320581436
"2026-01-05 19:23:40,075",526338897,coffee_addict,,False,False,False,False,bad_password,0.004400033503770828
"2026-01-05 19:23:40,075",526338897,bluebird,,False,False,False,False,bad_password,0.008899951353669167
"2026-01-05 19:23:40,075",526338897,explorer,,False,False,False,False,bad_password,0.010499963536858559
"2026-01-05 19:23:40,075",526338897,sam,,False,False,False,False,bad_password,0.00909995287656784
